# Vertex List
# V,vertexid,longitude,latitude,x*,y*
E,22798,1832,24.90569477183253,Massachusetts Ave,,
E,1846,1848,39.10760521727582,???,,
E,1848,1846,39.10760521727582,???,,
E,1846,17771,43.29606549752935,???,,
E,17771,1846,43.29606549752935,???,,
E,1859,65040,18.64699296731042,???,,
E,65040,1859,18.64699296731042,???,,
E,1860,40326,46.27715939185281,Warren St,,
E,40326,1860,46.27715939185281,Warren St,,
E,1863,10717,43.85883492863152,???,,
E,10717,1863,43.85883492863152,???,,
E,1863,95994,74.0835176512146,Warren St,,
E,95994,1863,74.0835176512146,Warren St,,
E,1918,45722,17.668657149613363,???,,
E,45722,1918,17.668657149613363,???,,
E,1922,265241,61.04544448901818,Duvall Ct,,
E,265241,1922,61.04544448901818,Duvall Ct,,
E,1927,37039,34.9683211268055,Ontario Rd,,
E,37039,1927,34.9683211268055,Ontario Rd,,
E,1951,53491,65.14415705307914,???,,
E,53491,1951,65.14415705307914,???,,
E,1954,37330,42.66085830224229,Hamilton St,,
E,37330,1954,42.66085830224229,Hamilton St,,
E,2030,2125,42.31625726845217,D St,,
E,2125,2030,42.31625726845217,D St,,
E,2059,29195,19.66048936105047,???,,
E,29195,2059,19.66048936105047,???,,
E,2090,51919,17.886347379229896,Chappell Rd,,
E,2091,26011,161.8333380754611,New York Ave,,
E,26011,2091,161.8333380754611,New York Ave,,
E,2101,21738,72.69799101485127,22nd St,,
E,21738,2101,72.69799101485127,22nd St,,
E,2107,2109,52.08691587190126,Good Hope Rd,,
E,2109,2107,52.08691587190126,Good Hope Rd,,
E,2107,231999,71.03218238960584,Good Hope Rd,,
E,231999,2107,71.03218238960584,Good Hope Rd,,
E,2110,2112,40.751752676626424,S St,,
E,2112,2110,40.751752676626424,S St,,
E,2113,167278,46.61861821649444,48th St,,
E,167278,2113,46.61861821649444,48th St,,
E,2122,25027,41.934367696280894,???,,
E,25027,2122,41.934367696280894,???,,
E,2123,5395,180.41761185716376,Independence Ave,,
E,5395,2123,180.41761185716376,Independence Ave,,
E,2200,243104,11.340292129465176,Wisconsin Ave,,
E,243104,2200,11.340292129465176,Wisconsin Ave,,
E,2220,2222,41.351252734141184,13th Pl,,
E,2222,2220,41.351252734141184,13th Pl,,
E,2245,24594,46.51196237479569,13th St,,
E,24594,2245,46.51196237479569,13th St,,
E,2253,2255,16.916557718417046,7th St,,
E,2255,2253,16.916557718417046,7th St,,
E,2261,60173,43.27916470745935,???,,
E,60173,2261,43.27916470745935,???,,
E,2321,63233,56.54971776825917,???,,
E,63233,2321,56.54971776825917,???,,
E,2346,2348,59.59348514499199,Ohio Dr,,
E,2348,2346,59.59348514499199,Ohio Dr,,
E,2346,8072,30.907038417538534,Rock Creek & Potomac Pkwy,,
E,8072,2346,30.907038417538534,Rock Creek & Potomac Pkwy,,
E,2356,31652,74.52092493075178,New York Ave,,
E,31652,2356,74.52092493075178,New York Ave,,
E,2450,6474,39.921493656246454,New York Ave,,
E,6474,2450,39.921493656246454,New York Ave,,
E,2451,120223,33.27300793823161,44th St,,
E,120223,2451,33.27300793823161,44th St,,
E,2458,120230,35.12924818872108,45th St,,
E,120230,2458,35.12924818872108,45th St,,
E,2483,2485,32.00421564708653,9th St,,
E,2485,2483,32.00421564708653,9th St,,
E,2518,122680,46.11390456857521,???,,
E,122680,2518,46.11390456857521,???,,
E,2519,2521,32.062072124835915,River Rd,,
E,2521,2519,32.062072124835915,River Rd,,
E,2519,159737,95.49382336563276,Garrison St,,
E,159737,2519,95.49382336563276,Garrison St,,
E,2522,2524,48.88656339184472,???,,
E,2524,2522,48.88656339184472,???,,
E,2646,37568,49.084246929049115,Chesapeake St,,
E,37568,2646,49.084246929049115,Chesapeake St,,
E,2656,2658,34.1736346543589,Maple View Pl,,
E,2658,2656,34.1736346543589,Maple View Pl,,
E,2659,2661,62.41574461461184,Q St,,
E,2661,2659,62.41574461461184,Q St,,
E,2662,2664,44.68900439967273,???,,
E,2664,2662,44.68900439967273,???,,
E,2669,45579,59.62872052314322,5th St,,
E,45579,2669,59.62872052314322,5th St,,
E,2685,27049,26.903170107877298,Fable St,,
E,27049,2685,26.903170107877298,Fable St,,
E,2695,100373,59.70664302500714,???,,
E,100373,2695,59.70664302500714,???,,
E,2717,10117,42.08641547877849,???,,
E,10117,2717,42.08641547877849,???,,
E,2773,134877,28.394091567926267,Ellicott St,,
E,134877,2773,28.394091567926267,Ellicott St,,
E,2795,2797,52.34509325928023,Pennsylvania Ave,,
E,2797,2795,52.34509325928023,Pennsylvania Ave,,
E,2803,2805,79.18891330148764,Kansas Ave,,
E,2805,2803,79.18891330148764,Kansas Ave,,
E,2803,29584,29.8350047055215,Buchanan St,,
E,29584,2803,29.8350047055215,Buchanan St,,
E,2832,39299,50.177655631019725,29th St,,
E,39299,2832,50.177655631019725,29th St,,
E,2930,90729,74.44399265184039,R St,,
E,2931,11615,23.814634833968647,E St,,
E,11615,2931,23.814634833968647,E St,,
E,2933,2935,24.116753544894692,Lee St,,
E,2935,2933,24.116753544894692,Lee St,,
E,2933,279963,47.764045591201935,Lee St,,
E,279963,2933,47.764045591201935,Lee St,,
E,2936,2938,19.090856119209935,Fenwick St,,
E,2938,2936,19.090856119209935,Fenwick St,,
E,2936,29005,31.295885459823985,???,,
E,29005,2936,31.295885459823985,???,,
E,2936,60008,28.972231193812554,Fenwick St,,
E,60008,2936,28.972231193812554,Fenwick St,,
E,2939,41451,38.358962975154924,???,,
E,41451,2939,38.358962975154924,???,,
E,2943,40950,37.69924913486367,???,,
E,40950,2943,37.69924913486367,???,,
E,2950,59006,56.77665387236374,???,,
E,59006,2950,56.77665387236374,???,,
E,2963,90594,38.294628657476096,???,,
E,90594,2963,38.294628657476096,???,,
E,2964,2966,38.8733385640921,???,,
E,2966,2964,38.8733385640921,???,,
E,2974,162355,54.24737891220286,18th St,,
E,162355,2974,54.24737891220286,18th St,,
E,3005,43502,34.229162614703036,???,,
E,43502,3005,34.229162614703036,???,,
E,3009,3011,42.98954685564811,12th St,,
E,3011,3009,42.98954685564811,12th St,,
E,3028,133218,66.06599823657356,???,,
E,133218,3028,66.06599823657356,???,,
E,3143,163047,45.3539903930851,Constitution Ave,,
E,163047,3143,45.3539903930851,Constitution Ave,,
E,3157,84664,63.16396903649984,Morrison St,,
E,84664,3157,63.16396903649984,Morrison St,,
E,3159,3161,10.800227200782285,Georgia Ave,,
E,3161,3159,10.800227200782285,Georgia Ave,,
E,3189,21974,33.24479174399429,Barnaby Rd,,
E,21974,3189,33.24479174399429,Barnaby Rd,,
E,3192,50772,15.837473775799891,Barnaby Rd,,
E,50772,3192,15.837473775799891,Barnaby Rd,,
E,3201,21628,37.23104719004395,???,,
E,21628,3201,37.23104719004395,???,,
E,3210,3417,45.45243028184059,Allison St,,
E,3417,3210,45.45243028184059,Allison St,,
E,3210,100845,67.98615533714008,Allison St,,
E,100845,3210,67.98615533714008,Allison St,,
E,3215,3217,26.418721906005644,V St,,
E,3218,82661,64.55389809157096,Rittenhouse St,,
E,82661,3218,64.55389809157096,Rittenhouse St,,
E,3245,4163,24.864957668255336,14th St,,
E,4163,3245,24.864957668255336,14th St,,
E,3246,3248,44.50814339020275,Dahlia St,,
E,3248,3246,44.50814339020275,Dahlia St,,
E,3246,11107,54.81934894468246,Dahlia St,,
E,11107,3246,54.81934894468246,Dahlia St,,
E,3252,22666,18.776091058936714,Wisconsin Ave,,
E,22666,3252,18.776091058936714,Wisconsin Ave,,
E,3256,17538,131.32922046794408,???,,
E,17538,3256,131.32922046794408,???,,
E,3257,133345,18.684192841131193,Alabama Ave,,
E,133345,3257,18.684192841131193,Alabama Ave,,
E,3266,3268,37.2323398278528,13th St,,
E,3268,3266,37.2323398278528,13th St,,
E,3284,87444,37.43054439436469,???,,
E,87444,3284,37.43054439436469,???,,
E,3294,104092,31.71694075336825,???,,
E,104092,3294,31.71694075336825,???,,
E,3329,105024,10.901108406985545,Emerson St,,
E,105024,3329,10.901108406985545,Emerson St,,
E,3365,3367,38.10762845737082,???,,
E,3367,3365,38.10762845737082,???,,
E,3365,24908,37.24388037189162,???,,
E,24908,3365,37.24388037189162,???,,
E,3373,3375,40.57754957109797,T St,,
E,3375,3373,40.57754957109797,T St,,
E,3373,63309,11.605735130417646,T St,,
E,63309,3373,11.605735130417646,T St,,
E,3487,3489,74.12426105971008,???,,
E,3489,3487,74.12426105971008,???,,
E,3487,5809,38.03805108568393,Lincoln Rd,,
E,5809,3487,38.03805108568393,Lincoln Rd,,
E,3502,47490,26.79354879471765,3rd St,,
E,47490,3502,26.79354879471765,3rd St,,
E,3502,41893,28.156178464471402,3rd St,,
E,41893,3502,28.156178464471402,3rd St,,
E,3536,5274,19.093457416551566,49th St,,
E,5274,3536,19.093457416551566,49th St,,
E,3540,97319,66.8706830118828,???,,
E,97319,3540,66.8706830118828,???,,
E,3540,95571,96.1905497691794,???,,
E,95571,3540,96.1905497691794,???,,
E,3541,118564,42.731437002214776,???,,
E,118564,3541,42.731437002214776,???,,
E,3549,35349,16.95059165661354,O St,,
E,35349,3549,16.95059165661354,O St,,
E,3599,3601,49.861674455668044,Washington Ave,,
E,3602,46487,37.97139467043293,7th St,,
E,46487,3602,37.97139467043293,7th St,,
E,3605,6998,55.80919685433552,7th St,,
E,6998,3605,55.80919685433552,7th St,,
E,3638,3640,95.82233957108245,56th Pl,,
E,3640,3638,95.82233957108245,56th Pl,,
E,3641,27708,61.12459152581636,Rhode Island Ave,,
E,27708,3641,61.12459152581636,Rhode Island Ave,,
E,3644,59937,123.70800419178207,14th St,,
E,59937,3644,123.70800419178207,14th St,,
E,3657,3659,10.527575687127962,44th St,,
E,3659,3657,10.527575687127962,44th St,,
E,3669,6475,34.501648127338406,P St,,
E,6475,3669,34.501648127338406,P St,,
E,3673,72659,16.74736749836488,Piney Branch Rd,,
E,72659,3673,16.74736749836488,Piney Branch Rd,,
E,3776,20463,60.714117620289684,Clay St,,
E,20463,3776,60.714117620289684,Clay St,,
E,3785,91148,59.79600376723222,???,,
E,91148,3785,59.79600376723222,???,,
E,3785,122796,71.84366430861726,Davenport St,,
E,122796,3785,71.84366430861726,Davenport St,,
E,3788,57767,46.83972099208835,Davenport St,,
E,57767,3788,46.83972099208835,Davenport St,,
E,3838,3840,35.1958174146871,Gainesville St,,
E,3840,3838,35.1958174146871,Gainesville St,,
E,3887,3889,24.891472071052824,Wahler Pl,,
E,3889,3887,24.891472071052824,Wahler Pl,,
E,3902,78632,45.248550634727664,A St,,
E,78632,3902,45.248550634727664,A St,,
E,3903,61680,15.772588648207186,13th St,,
E,61680,3903,15.772588648207186,13th St,,
E,3903,53401,53.452229998475765,13th St,,
E,53401,3903,53.452229998475765,13th St,,
E,3933,94549,41.462867524285365,???,,
E,94549,3933,41.462867524285365,???,,
E,3948,16876,77.10039669678709,???,,
E,16876,3948,77.10039669678709,???,,
E,3948,8695,153.72357483217368,???,,
E,8695,3948,153.72357483217368,???,,
E,4026,41947,15.405185464410652,Taylor St,,
E,41947,4026,15.405185464410652,Taylor St,,
E,4028,86586,47.48376885130337,Lane Pl,,
E,86586,4028,47.48376885130337,Lane Pl,,
E,4042,248965,12.55937330398984,???,,
E,248965,4042,12.55937330398984,???,,
E,4050,123212,35.488192319310514,Pleasant St,,
E,123212,4050,35.488192319310514,Pleasant St,,
E,4060,4062,61.14289722324287,???,,
E,4062,4060,61.14289722324287,???,,
E,4060,81657,21.297108887344287,Langston Pl,,
E,81657,4060,21.297108887344287,Langston Pl,,
E,4077,167021,17.837234440782865,41st St,,
E,167021,4077,17.837234440782865,41st St,,
E,4098,20643,54.7151082945795,10th St,,
E,20643,4098,54.7151082945795,10th St,,
E,4122,82393,89.798838688653,28th St,,
E,82393,4122,89.798838688653,28th St,,
E,4152,42717,72.95567480943588,Jefferson St,,
E,42717,4152,72.95567480943588,Jefferson St,,
E,4158,135999,65.25676512136938,6th St,,
E,135999,4158,65.25676512136938,6th St,,
E,4161,147054,120.92797096489538,???,,
E,147054,4161,120.92797096489538,???,,
E,4164,11609,73.88351089861303,8th St,,
E,11609,4164,73.88351089861303,8th St,,
E,4221,28281,21.02972775619342,New Hampshire Ave,,
E,28281,4221,21.02972775619342,New Hampshire Ave,,
E,4231,41896,47.598872263514465,Fenwick St,,
E,41896,4231,47.598872263514465,Fenwick St,,
E,4231,283522,41.86642920839947,Okie St,,
E,283522,4231,41.86642920839947,Okie St,,
E,4261,32595,21.8126840632535,Sligo Mill Rd,,
E,32595,4261,21.8126840632535,Sligo Mill Rd,,
E,4297,123511,46.889017404590234,???,,
E,123511,4297,46.889017404590234,???,,
E,4426,93050,41.51730468446844,H R Dr,,
E,93050,4426,41.51730468446844,H R Dr,,
E,4506,108241,39.100921048882256,???,,
E,108241,4506,39.100921048882256,???,,
E,4507,4509,39.93889821464847,???,,
E,4509,4507,39.93889821464847,???,,
E,4518,12159,39.79804812098776,???,,
E,12159,4518,39.79804812098776,???,,
E,4542,207194,40.82569423530145,26th Pl,,
E,207194,4542,40.82569423530145,26th Pl,,
E,4548,4550,40.63708194037139,Emerson St,,
E,4550,4548,40.63708194037139,Emerson St,,
E,4554,45725,61.61833460402168,15th St,,
E,45725,4554,61.61833460402168,15th St,,
E,4558,122614,26.510334021255623,Hamilton St,,
E,122614,4558,26.510334021255623,Hamilton St,,
E,4563,56366,26.273059415347724,North Capitol St,,
E,4575,4577,54.061275618466084,Mckinley St,,
E,4577,4575,54.061275618466084,Mckinley St,,
E,4575,73845,81.37491828564497,39th St,,
E,73845,4575,81.37491828564497,39th St,,
E,4587,64293,80.96644677284281,K St,,
E,64293,4587,80.96644677284281,K St,,
E,4609,93261,55.44725448853292,???,,
E,93261,4609,55.44725448853292,???,,
E,4612,93263,54.97902701946414,???,,
E,93263,4612,54.97902701946414,???,,
E,4613,4615,59.74287338274097,???,,
E,4615,4613,59.74287338274097,???,,
E,4613,95011,112.41686761530588,???,,
E,95011,4613,112.41686761530588,???,,
E,4629,62143,67.46247800414704,8th St,,
E,62143,4629,67.46247800414704,8th St,,
E,4682,135495,44.99614925191892,Upsal St,,
E,135495,4682,44.99614925191892,Upsal St,,
E,4688,4690,47.16604819796771,N St,,
E,4688,88213,43.187929507478074,???,,
E,88213,4688,43.187929507478074,???,,
E,4762,47182,41.26301735942302,???,,
E,47182,4762,41.26301735942302,???,,
E,4773,164365,41.78255676943674,Q St,,
E,164365,4773,41.78255676943674,Q St,,
E,4786,4788,36.869446887952975,13th St,,
E,4788,4786,36.869446887952975,13th St,,
E,4786,24622,45.1699327679562,13th St,,
E,24622,4786,45.1699327679562,13th St,,
E,4819,151572,85.90630485612827,???,,
E,151572,4819,85.90630485612827,???,,
E,4832,4834,25.849389669077052,Q St,,
E,4835,66149,39.99024108560791,R St,,
E,66149,4835,39.99024108560791,R St,,
E,4888,67621,47.525059980048866,???,,
E,67621,4888,47.525059980048866,???,,
E,4891,77270,46.96098269564805,N St,,
E,77270,4891,46.96098269564805,N St,,
E,4912,4914,53.38148559849805,Holly St,,
E,4914,4912,53.38148559849805,Holly St,,
E,4915,48419,60.0511860789084,L St,,
E,4919,13076,48.51811101468202,???,,
E,13076,4919,48.51811101468202,???,,
E,4920,5320,53.5709799415811,2nd St,,
E,4927,4929,53.24953359847839,Carolina Pl,,
E,4929,4927,53.24953359847839,Carolina Pl,,
E,4959,4961,33.579748451576606,Treto Way,,
E,4961,4959,33.579748451576606,Treto Way,,
E,4962,4964,36.83715965931948,???,,
E,4964,4962,36.83715965931948,???,,
E,4962,20825,35.09884398449896,???,,
E,20825,4962,35.09884398449896,???,,
E,4979,4981,52.02103539101844,???,,
E,4981,4979,52.02103539101844,???,,
E,4979,130834,51.50229127019391,???,,
E,130834,4979,51.50229127019391,???,,
E,4982,4984,36.152697566961955,???,,
E,4984,4982,36.152697566961955,???,,
E,4982,59586,36.332161649975575,???,,
E,59586,4982,36.332161649975575,???,,
E,5010,53878,47.79677475258025,???,,
E,53878,5010,47.79677475258025,???,,
E,5014,60222,30.483433202909225,47th St,,
E,60222,5014,30.483433202909225,47th St,,
E,5032,58806,37.883129570007895,Duddington Pl,,
E,5077,74351,31.03863668327537,Barnaby Rd,,
E,74351,5077,31.03863668327537,Barnaby Rd,,
E,5087,45621,76.3234459267242,49th St,,
E,45621,5087,76.3234459267242,49th St,,
E,5138,42390,34.18606495039025,???,,
E,42390,5138,34.18606495039025,???,,
E,5145,126097,65.39465030946991,???,,
E,126097,5145,65.39465030946991,???,,
E,5155,114678,35.67109592410971,???,,
E,114678,5155,35.67109592410971,???,,
E,5169,68515,64.83004634528135,Interstate 395,,
E,5173,55799,17.38684251872317,Sargent Rd,,
E,55799,5173,17.38684251872317,Sargent Rd,,
E,5243,5245,38.599685256033126,Bladensburg Rd,,
E,5245,5243,38.599685256033126,Bladensburg Rd,,
E,5251,75501,33.683258276444604,P St,,
E,75501,5251,33.683258276444604,P St,,
E,5263,31285,41.331326364536636,13th St,,
E,31285,5263,41.331326364536636,13th St,,
E,5263,87675,38.26669064561505,13th St,,
E,87675,5263,38.26669064561505,13th St,,
E,5293,21539,36.535360236472826,Neal St,,
E,21539,5293,36.535360236472826,Neal St,,
E,5304,66301,27.726936193283386,Minnesota Ave,,
E,66301,5304,27.726936193283386,Minnesota Ave,,
E,5308,106985,118.9777848673444,???,,
E,106985,5308,118.9777848673444,???,,
E,5310,34687,43.6922992086906,Rhode Island Ave,,
E,34687,5310,43.6922992086906,Rhode Island Ave,,
E,5358,5360,60.019919220627216,???,,
E,5360,5358,60.019919220627216,???,,
E,5358,151155,83.82418126757894,Perry St,,
E,151155,5358,83.82418126757894,Perry St,,
E,5358,138319,60.90991447874872,???,,
E,138319,5358,60.90991447874872,???,,
E,5366,5368,93.41171195623258,Fort Davis Pl,,
E,5368,5366,93.41171195623258,Fort Davis Pl,,
E,5366,6925,46.59618849825026,???,,
E,6925,5366,46.59618849825026,???,,
E,5369,263874,39.03832311677368,Brentwood Rd,,
E,263874,5369,39.03832311677368,Brentwood Rd,,
E,5386,5388,14.80539861150518,Rhode Island Ave,,
E,5388,5386,14.80539861150518,Rhode Island Ave,,
E,5411,12476,34.22455176321214,Warren St,,
E,12476,5411,34.22455176321214,Warren St,,
E,5412,5414,59.86999731232328,???,,
E,5414,5412,59.86999731232328,???,,
E,5433,10675,25.333630302906457,Rittenhouse St,,
E,10675,5433,25.333630302906457,Rittenhouse St,,
E,5434,82736,46.88733447828475,Crittenden St,,
E,82736,5434,46.88733447828475,Crittenden St,,
E,5457,5459,92.86602340713814,???,,
E,5459,5457,92.86602340713814,???,,
E,5465,5467,90.31784836610953,???,,
E,5467,5465,90.31784836610953,???,,
E,5502,144834,17.06993841846281,Minnesota Ave,,
E,144834,5502,17.06993841846281,Minnesota Ave,,
E,5508,8349,46.744395897350856,E St,,
E,8349,5508,46.744395897350856,E St,,
E,5509,69210,38.7703684582368,MacArthur Blvd,,
E,69210,5509,38.7703684582368,MacArthur Blvd,,
E,5585,5587,46.96112292541457,???,,
E,5587,5585,46.96112292541457,???,,
E,5588,25022,20.952707811272308,???,,
E,25022,5588,20.952707811272308,???,,
E,5650,5652,40.93211975717619,???,,
E,5652,5650,40.93211975717619,???,,
E,5687,7693,13.282426597769154,Buchanan St,,
E,7693,5687,13.282426597769154,Buchanan St,,
E,5712,41537,59.858717113330414,West Virginia Ave,,
E,41537,5712,59.858717113330414,West Virginia Ave,,
E,5721,101650,48.48601220559493,Calvert St,,
E,101650,5721,48.48601220559493,Calvert St,,
E,5751,174489,11.817453652641817,???,,
E,174489,5751,11.817453652641817,???,,
E,5782,122618,59.449087239493764,???,,
E,122618,5782,59.449087239493764,???,,
E,5785,26511,59.39710213249076,???,,
E,26511,5785,59.39710213249076,???,,
E,5814,9586,39.236562579216375,North Capitol St,,
E,9586,5814,39.236562579216375,North Capitol St,,
E,5816,76119,111.60925613719425,???,,
E,76119,5816,111.60925613719425,???,,
E,5817,5819,42.32570583120763,???,,
E,5819,5817,42.32570583120763,???,,
E,5835,5837,49.94232830783423,Eastern Ave,,
E,5837,5835,49.94232830783423,Eastern Ave,,
E,5842,6957,55.91873681182257,???,,
E,6957,5842,55.91873681182257,???,,
E,5842,39266,59.96816692736152,???,,
E,39266,5842,59.96816692736152,???,,
E,5862,5864,54.273107980148765,O St,,
E,5864,5862,54.273107980148765,O St,,
E,5877,140485,56.48741015341671,???,,
E,140485,5877,56.48741015341671,???,,
E,5883,5885,15.62770050119559,Varnum St,,
E,5885,5883,15.62770050119559,Varnum St,,
E,5886,96542,8.606158031405322,???,,
E,5899,60489,16.095428986230328,3rd St,,
E,60489,5899,16.095428986230328,3rd St,,
E,5904,17753,45.07042135097548,Johnson Ave,,
E,5909,79207,58.92076566053409,???,,
E,79207,5909,58.92076566053409,???,,
E,5950,5952,20.760981219317003,Pennsylvania Ave,,
E,5952,5950,20.760981219317003,Pennsylvania Ave,,
E,5954,232587,71.7817967059857,3rd St,,
E,232587,5954,71.7817967059857,3rd St,,
E,6000,15676,58.74377019625848,???,,
E,15676,6000,58.74377019625848,???,,
E,6000,17187,59.38986127080979,???,,
E,17187,6000,59.38986127080979,???,,
E,6012,6014,13.851602571608737,20th St,,
E,6024,57957,56.538665105626805,E St,,
E,57957,6024,56.538665105626805,E St,,
E,6080,6689,59.44335141620394,???,,
E,6689,6080,59.44335141620394,???,,
E,6087,6089,37.829591760719836,???,,
E,6089,6087,37.829591760719836,???,,
E,6090,223183,34.49737314401798,Burbank St,,
E,223183,6090,34.49737314401798,Burbank St,,
E,6104,6106,45.17473724774656,40th St,,
E,6106,6104,45.17473724774656,40th St,,
E,6107,78669,32.311484537693275,???,,
E,78669,6107,32.311484537693275,???,,
E,6120,6122,45.23608215738092,Pennsylvania Ave,,
E,6122,6120,45.23608215738092,Pennsylvania Ave,,
E,6131,44296,18.416097660895318,Broad Branch Rd,,
E,44296,6131,18.416097660895318,Broad Branch Rd,,
E,6300,65633,43.946512207319344,???,,
E,65633,6300,43.946512207319344,???,,
E,6350,47294,39.11482315730345,Randolph St,,
E,47294,6350,39.11482315730345,Randolph St,,
E,6351,63885,45.92788483157308,???,,
E,63885,6351,45.92788483157308,???,,
E,6365,86288,46.05885101956521,???,,
E,86288,6365,46.05885101956521,???,,
E,6370,123619,56.50168350663588,???,,
E,123619,6370,56.50168350663588,???,,
E,6389,6391,16.11180697035256,8th St,,
E,6391,6389,16.11180697035256,8th St,,
E,6410,135525,52.15843862996948,???,,
E,135525,6410,52.15843862996948,???,,
E,6415,43990,59.28302716917554,Hillyer Pl,,
E,6421,11616,45.90136521204318,???,,
E,11616,6421,45.90136521204318,???,,
E,6452,34955,19.214417800954713,Irving Pl,,
E,34955,6452,19.214417800954713,Irving Pl,,
E,6463,22747,46.821265170199005,14th St,,
E,22747,6463,46.821265170199005,14th St,,
E,6463,63256,44.632609799259846,Taylor St,,
E,63256,6463,44.632609799259846,Taylor St,,
E,6482,49762,27.62731519760846,F St,,
E,49762,6482,27.62731519760846,F St,,
E,6496,103872,9.787163787481436,11th Pl,,
E,103872,6496,9.787163787481436,11th Pl,,
E,6496,60929,46.8192359990873,11th Pl,,
E,60929,6496,46.8192359990873,11th Pl,,
E,6521,57385,22.137281102465735,Elvans Rd,,
E,57385,6521,22.137281102465735,Elvans Rd,,
E,6531,79363,54.66177540170663,Peabody St,,
E,79363,6531,54.66177540170663,Peabody St,,
E,6537,32433,48.153257631857656,Quackenbos St,,
E,32433,6537,48.153257631857656,Quackenbos St,,
E,6575,250537,51.29425263450384,3rd St,,
E,250537,6575,51.29425263450384,3rd St,,
E,6584,6586,48.05136284386344,13th St,,
E,6586,6584,48.05136284386344,13th St,,
E,6584,125206,38.93471639474353,Massachusetts Ave,,
E,125206,6584,38.93471639474353,Massachusetts Ave,,
E,6587,6589,46.594629628266546,36th St,,
E,6589,6587,46.594629628266546,36th St,,
E,6587,18074,43.846232399943744,???,,
E,18074,6587,43.846232399943744,???,,
E,6604,33384,48.0817716494952,Garrison St,,
E,33384,6604,48.0817716494952,Garrison St,,
E,6621,148912,19.891592561522447,Upshur St,,
E,148912,6621,19.891592561522447,Upshur St,,
E,6654,37844,39.37847510338169,Spring Rd,,
E,37844,6654,39.37847510338169,Spring Rd,,
E,6658,6660,54.0641842033603,Frankford St,,
E,6660,6658,54.0641842033603,Frankford St,,
E,6678,55803,57.07003207097607,Varnum St,,
E,55803,6678,57.07003207097607,Varnum St,,
E,6685,124672,59.36511826174453,???,,
E,124672,6685,59.36511826174453,???,,
E,6685,159105,59.61794351275239,???,,
E,159105,6685,59.61794351275239,???,,
E,6690,22662,67.88415713857154,???,,
E,22662,6690,67.88415713857154,???,,
E,6743,6745,63.85123216221686,???,,
E,6745,6743,63.85123216221686,???,,
E,6774,6776,12.527408292523686,6th St,,
E,6776,6774,12.527408292523686,6th St,,
E,6810,43820,43.92205945200284,Upshur St,,
E,43820,6810,43.92205945200284,Upshur St,,
E,6810,45306,60.440485550079025,???,,
E,45306,6810,60.440485550079025,???,,
E,6824,19041,34.52763622536278,???,,
E,19041,6824,34.52763622536278,???,,
E,6824,17872,39.41559069873419,???,,
E,17872,6824,39.41559069873419,???,,
E,6836,24632,7.958990708336389,Spring Pl,,
E,6837,6839,91.76204893078746,???,,
E,6839,6837,91.76204893078746,???,,
E,6868,146683,36.41694404681696,Morrison St,,
E,146683,6868,36.41694404681696,Morrison St,,
E,6884,6886,60.233078757428906,???,,
E,6886,6884,60.233078757428906,???,,
E,6887,153387,41.555309674885095,???,,
E,153387,6887,41.555309674885095,???,,
E,6936,6938,19.410641115053256,???,,
E,6938,6936,19.410641115053256,???,,
E,6952,58285,55.38810923818542,???,,
E,58285,6952,55.38810923818542,???,,
E,6959,47861,59.749268369173606,Buchanan St,,
E,47861,6959,59.749268369173606,Buchanan St,,
E,6997,224985,18.453497765189766,Queens Chapel Rd,,
E,224985,6997,18.453497765189766,Queens Chapel Rd,,
E,7024,18346,59.69517060727207,???,,
E,18346,7024,59.69517060727207,???,,
E,7024,50656,39.24657845391089,Emerson St,,
E,50656,7024,39.24657845391089,Emerson St,,
E,7027,21796,44.31000751951549,Emerson St,,
E,21796,7027,44.31000751951549,Emerson St,,
E,7033,49586,17.902683980218193,???,,
E,49586,7033,17.902683980218193,???,,
E,7040,7042,49.40544244417961,???,,
E,7042,7040,49.40544244417961,???,,
E,7040,43814,41.177226752604085,8th St,,
E,43814,7040,41.177226752604085,8th St,,
E,7078,149183,42.866504699318796,Connecticut Ave,,
E,149183,7078,42.866504699318796,Connecticut Ave,,
E,7107,67015,41.36041069692847,Meade St,,
E,67015,7107,41.36041069692847,Meade St,,
E,7108,97668,35.898875116707416,???,,
E,97668,7108,35.898875116707416,???,,
E,7108,171742,34.88276658319403,???,,
E,171742,7108,34.88276658319403,???,,
E,7149,7151,14.527332064217642,Rittenhouse St,,
E,7242,125125,48.68534081173831,Tuckerman St,,
E,125125,7242,48.68534081173831,Tuckerman St,,
E,7481,7483,20.570190420292967,???,,
E,7483,7481,20.570190420292967,???,,
E,7487,29564,118.77479668875188,???,,
E,29564,7487,118.77479668875188,???,,
E,7487,51408,119.60626662541746,???,,
E,51408,7487,119.60626662541746,???,,
E,7488,48070,33.43554570362131,???,,
E,48070,7488,33.43554570362131,???,,
E,7510,39691,39.54674005927931,Delafield St,,
E,39691,7510,39.54674005927931,Delafield St,,
E,7547,37023,31.722297616162525,???,,
E,37023,7547,31.722297616162525,???,,
E,7604,203637,80.42953872301229,1st Pl,,
E,203637,7604,80.42953872301229,1st Pl,,
E,7610,88260,43.77111763755083,4th St,,
E,88260,7610,43.77111763755083,4th St,,
E,7628,264612,37.64076315556799,New Hampshire Ave,,
E,7666,106189,30.629943570585198,Decatur St,,
